Gene	Length	SRR1554534	SRR1554535	SRR1554536	SRR1554537	SRR1554538	SRR1554539	SRR1554541	SRR1554544	SRR1554546	SRR1554549	SRR1554551	SRR1554553	SRR1554554	SRR1554556	SRR1554561	SRR1554566	SRR1554567	SRR1554568
LINC01268	2750	9	33	4	38	59	21	44	58	93	148	94	18	66	43	11	68	103	62
LINC01270	2278	24	17	10	0	7	10	0	15	17	6	3	2	16	20	30	12	3	2
LINC01277	1902	11	23	4	54	48	24	71	25	50	16	40	2	38	29	6	18	71	21
LINC01278	2886	800	1045	198	1680	1852	771	1980	944	838	1216	981	167	1732	1053	1117	832	2038	1600
LINC01281	1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01289	3708	18	18	0	15	9	44	16	21	19	41	11	14	36	33	44	14	23	4
LINC01298	519	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01299	2520	31	94	9	0	2	48	1	4	2	7	0	1	5	237	31	5	2	2
LINC01300	796	2	0	5	0	0	2	0	0	0	0	0	0	2	4	2	0	2	0
LINC01304	2651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01305	3122	16	23	3	67	484	25	88	24	35	42	53	3	83	13	23	155	347	88
LINC01310	4015	79	63	9	26	49	79	23	14	15	28	20	5	9	92	56	35	52	20
LINC01312	3517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01341	2889	123	92	27	138	112	89	121	80	64	143	115	16	238	189	131	175	147	225
LINC01342	1618	0	0	0	6	9	0	8	1	0	0	0	1	8	0	0	0	2	3
LINC01343	2283	0	1	1	11	14	8	6	1	3	4	1	0	5	5	6	1	6	2
LINC01346	568	3	4	0	0	0	7	0	1	3	5	1	0	5	10	8	1	1	0
LINC01347	3834	10	14	9	33	46	6	21	6	15	18	8	0	20	14	9	10	23	17
LINC01349	823	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0
LINC01354	2860	56	62	64	18	18	15	6	44	34	55	68	3	89	96	41	5	12	7
LINC01364	886	3	4	1	11	10	12	21	6	5	6	4	2	9	4	2	1	18	3
LINC01366	2204	1	1	4	2	2	0	0	0	2	4	4	1	3	1	0	2	2	3
LINC01387	603	1	0	0	0	1	0	7	1	1	7	8	1	3	0	2	0	4	0
LINC01405	359	0	0	0	92	7	0	5	1	0	1	1	0	4	0	0	0	3	1
LINC01426	3136	0	0	0	0	1	0	0	2	2	2	2	0	1	1	0	1	1	0
LINC01432	677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01433	682	1	2	0	3	5	0	1	3	1	3	3	0	6	2	0	3	0	2
LINC01446	3484	0	1	3	13	1	0	1	0	0	0	0	1	0	3	0	0	1	0
LINC01465	1684	6	5	1	32	25	6	19	8	14	14	11	1	7	4	2	14	36	22
LINC01501	2020	4	4	0	0	4	5	0	4	5	9	10	3	2	4	7	5	2	1
LINC01502	2638	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01512	2282	7	10	2	33	33	7	76	20	17	66	13	4	64	6	6	12	23	9
LINC01530	1701	41	41	26	73	89	31	69	59	54	54	57	7	63	90	60	44	60	85
LINC01531	3312	0	0	0	0	0	0	0	0	0	1	1	0	0	4	0	1	0	0
LINC01532	1948	21	22	12	0	1	6	0	13	11	8	11	1	7	35	36	0	0	1
LINC01538	2407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01539	2392	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
LINC01541	3103	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	16	0
LINC01544	3217	1	0	0	1	0	0	0	0	0	0	0	0	1	0	2	0	0	0
LINC01545	520	0	0	0	1	3	1	3	1	2	4	3	0	1	4	0	2	5	3
LINC01546	674	10	7	0	0	3	9	1	9	36	39	11	1	107	10	19	2	3	0
LINC01547	2185	76	52	26	55	116	118	128	121	33	150	56	28	122	100	93	107	71	53
LINC01548	595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01549	717	6	34	3	1	1	12	10	5	16	16	13	2	8	46	4	0	1	0
LINC01550	5324	12	17	25	19	70	10	23	21	36	41	39	2	50	31	15	54	77	55
LINC01551	3730	102	191	61	4283	4220	306	3260	348	262	409	332	73	586	195	176	7190	3585	8628
LINC01553	4602	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0
LINC01554	2051	19	18	7	10	4	13	9	4	11	18	9	1	7	72	8	15	9	6
LINC01555	2932	1	0	0	0	3	1	2	1	1	3	0	0	1	1	3	0	0	1
LINC01558	1650	1	0	2	29	52	2	23	7	7	4	7	1	5	3	1	49	24	44
LINC01559	3202	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC01565	2697	1	0	0	1	2	1	0	0	1	3	2	0	1	4	1	2	0	0
LINC01566	3366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01568	3670	0	0	1	0	1	0	2	2	0	0	0	0	1	0	0	0	0	0
LINC01569	2093	27	33	12	31	43	17	38	51	38	39	38	6	27	33	33	22	28	21
LINC01578	2035	421	1276	649	3593	4142	818	4648	2053	2316	1825	2431	307	2072	1719	451	3810	5366	3342
LINC01587	872	0	0	0	10	12	0	10	1	0	3	1	0	0	1	0	6	9	3
LINC01588	2686	2	4	2	19	18	1	12	2	5	6	3	1	7	3	4	6	9	10
LINC01590	573	10	7	4	78	78	18	68	29	40	52	39	4	49	17	11	66	56	92
LINC01591	1240	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0
LINC01592	2367	0	0	0	5	16	0	25	0	3	2	0	0	7	0	0	7	4	14
LINC01599	975	0	0	0	2	10	2	10	4	1	3	2	2	4	4	2	8	6	6
LINC01600	2070	2	4	5	23	50	9	33	8	12	14	6	2	12	4	6	19	28	13
LINC01606	2485	4	12	0	149	91	12	26	10	18	16	21	3	26	9	2	13	35	25
LINC01618	727	3	0	0	7	8	0	3	0	2	3	1	0	3	1	1	1	1	5
LINC01619	2444	4	8	0	23	43	11	23	4	1	8	6	1	8	8	16	29	121	37
LINC01621	750	0	5	2	0	1	6	2	0	3	2	0	0	2	3	3	17	2	10
LINC01622	2627	2	3	1	2	6	6	3	4	0	1	5	0	19	0	4	2	12	2
LINC01623	22275	1	4	0	30	122	4	89	16	9	12	20	2	13	2	4	42	111	37
LINC01625	1690	7	22	16	4	24	7	2	23	15	27	17	1	21	27	4	13	12	15
LINC01630	4771	39	107	18	2	4	66	8	17	15	71	5	2	18	434	46	6	7	4
LINC01634	2379	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0
LINC01667	2388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01686	1490	0	2	8	1	1	2	1	2	4	5	5	0	4	5	1	4	2	0
LINC01692	2716	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0
LINC01699	259	0	0	0	0	0	5	1	1	0	0	1	1	4	0	5	1	4	0
LINC01704	835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01720	2216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01721	2376	8	4	0	0	0	18	1	15	20	16	10	5	26	10	26	0	1	0
LINC01734	1514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01743	964	0	1	0	2	1	1	0	1	0	0	0	0	1	1	0	1	1	0
LINC01749	3366	4	1	0	5	4	1	0	1	0	0	0	0	1	1	6	0	4	1
LINC01750	3035	228	228	40	51	64	221	122	112	145	323	126	30	151	187	256	48	105	21
LINC01761	2755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01776	2265	1	0	0	14	12	0	9	2	4	5	7	1	2	1	0	7	6	7
LINC01777	2074	0	0	0	0	1	1	0	0	2	0	0	0	6	0	0	0	1	0
LINC01792	2050	28	43	6	0	0	22	2	0	1	4	3	0	1	296	29	0	0	0
LINC01801	2080	1	0	1	29	108	0	57	5	3	3	0	0	0	0	1	218	134	95
LINC01816	661	27	22	10	22	29	23	24	23	13	45	25	4	31	31	33	24	30	26
LINC01822	2127	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
LINC01829	2100	4	2	0	3	3	4	3	2	2	0	0	0	4	1	0	3	1	5
LINC01845	2012	1	1	0	0	2	1	0	1	0	0	2	0	0	2	0	0	0	0
LINC01848	1266	1	0	0	0	4	1	1	0	0	1	0	0	2	0	0	0	0	1
LINC01869	936	6	5	4	6	2	10	4	7	8	4	5	0	10	17	4	1	3	3
LINC01881	1303	41	36	7	143	203	53	204	32	42	72	43	8	120	84	72	103	187	164
LINC01907	2609	2	3	0	2	3	0	1	1	0	11	1	2	12	5	2	0	3	2
LINC01913	1810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC01915	2321	1	3	0	0	0	3	1	2	1	3	2	0	1	2	0	0	0	0
LINC01924	1713	0	0	0	0	0	0	0	0	0	2	2	1	2	0	0	1	0	0
LINC01940	3489	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
LINC01951	2143	2	0	0	2	0	1	0	4	4	1	0	0	0	7	1	1	1	1
LINC01959	2042	0	0	0	2	2	0	2	6	1	0	2	0	1	0	1	0	1	1
LINC01963	3304	1548	2432	195	2086	2682	2367	3661	924	1245	1999	1139	391	1741	2438	1914	3161	4110	2411
LINC01968	3647	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0
LINC01973	4704	2	1	0	0	1	1	2	0	2	6	0	1	3	5	1	6	2	0
LINC01993	2934	1	1	0	7	2	1	0	3	1	2	1	0	0	2	0	12	3	4
LINC01994	1806	1	1	0	0	2	2	1	0	0	2	1	0	1	0	1	0	1	0
LINC02026	1615	1	0	1	1	1	0	3	0	1	0	0	1	0	0	0	0	2	0
LINC02035	5904	231	417	72	1171	1197	430	1419	340	433	670	408	125	760	584	390	726	1350	984
LINC02052	2295	1	0	0	0	1	0	0	0	0	1	1	0	2	0	0	9	0	0
LINC02067	2845	5	31	41	168	140	15	181	38	75	40	40	11	81	33	13	161	101	151
LINC02085	2051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02092	2474	0	0	0	4	13	0	13	0	0	1	0	0	0	0	0	1	19	6
LINC02111	2312	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	3	4
LINC02112	1845	2	1	0	1	3	2	1	1	3	2	0	0	3	2	0	0	1	2
LINC02120	2008	0	0	0	4	1	0	3	0	0	0	1	0	0	0	0	10	3	8
LINC02135	2061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02138	1326	1	0	1	3	1	4	3	1	0	1	1	0	1	1	2	0	0	0
LINC02139	2005	16	14	1	21	2	16	4	13	17	26	15	1	36	13	13	0	3	0
LINC02145	2419	27	17	6	36	41	18	31	5	3	25	17	1	30	29	15	12	36	19
LINC02153	1644	0	1	1	3	3	4	1	0	2	0	3	0	0	0	4	3	0	2
LINC02159	2322	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02167	1598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02171	1033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
LINC02203	3374	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02209	2840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02210	5584	252	322	74	1937	2329	351	1749	387	465	744	470	76	665	579	468	1541	2054	1975
LINC02226	1591	4	13	5	12	13	1	7	6	7	13	11	0	5	17	16	3	8	14
LINC02232	4079	21	43	7	15	26	63	90	46	118	83	108	17	157	83	26	23	41	47
LINC02239	2290	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0
LINC02245	3029	0	5	0	2	2	0	4	5	5	1	4	0	4	4	0	0	1	0
LINC02249	6073	0	0	0	56	173	1	23	4	14	4	7	3	2	2	0	198	100	193
LINC02256	1234	10	5	3	16	11	17	3	10	12	33	13	3	25	29	50	6	11	4
LINC02275	4365	0	1	0	1	4	2	3	2	9	2	5	0	4	5	0	0	1	0
LINC02291	1670	0	2	0	1	1	0	9	1	0	1	0	0	0	0	0	29	3	16
LINC02297	1273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02346	1967	13	15	5	2	1	20	1	29	27	35	30	3	39	25	12	1	4	1
LINC02347	3051	25	73	3	4	17	58	39	57	33	68	69	17	208	51	42	0	36	3
LINC02363	1878	1	1	0	7	10	0	2	5	1	1	1	0	0	1	1	0	12	3
LINC02372	1482	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
LINC02381	1395	5	17	8	43	64	7	106	26	34	36	30	1	56	18	14	26	48	10
LINC02389	3166	110	206	16	207	154	215	320	141	167	152	134	26	317	239	161	99	211	82
LINC02393	2020	0	3	0	0	1	0	0	1	1	2	0	0	0	3	0	0	0	0
LINC02396	2340	3	3	0	6	6	2	3	1	1	1	4	0	2	3	3	0	2	2
LINC02398	526	0	1	0	1	1	1	6	1	2	2	3	0	0	1	2	0	3	1
LINC02418	3211	18	14	8	2	2	10	6	16	23	13	29	1	7	11	10	5	5	2
LINC02431	1785	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02433	1392	10	41	8	0	1	48	0	2	0	0	1	0	1	36	7	0	0	0
LINC02447	2140	7	14	16	2	3	14	3	4	8	13	7	2	6	17	6	8	5	3
LINC02453	1825	1	3	3	2	3	4	3	2	8	3	13	2	3	7	6	3	10	6
LINC02458	2509	32	113	3	1	2	117	5	60	34	87	75	25	101	75	75	5	4	3
LINC02483	1143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02495	2547	245	293	35	112	190	326	405	235	126	328	167	68	641	267	473	53	259	77
LINC02499	763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LINC02523	2963	0	0	2	0	1	0	0	5	2	5	5	1	0	0	0	0	1	0
LINC02525	1442	10	13	6	17	53	16	53	7	15	21	20	4	40	6	5	38	79	47
LINC02532	2451	0	0	0	1	1	0	0	1	0	2	0	0	1	0	0	0	0	0
LINC02579	1771	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
LINC02582	1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
LINC02591	12267	251	305	37	75	266	393	598	426	460	550	537	76	810	375	367	74	352	67
LINC02593	496	8	8	10	52	36	2	112	27	28	78	36	3	16	10	7	95	38	52
LINC02603	1349	12	16	8	46	47	20	53	25	17	27	28	5	21	20	15	39	46	36
LINC02610	1959	100	81	41	172	169	73	127	138	128	111	113	10	165	178	85	144	170	87
LINC02649	3079	14	8	14	11	31	5	18	44	45	52	62	6	39	23	7	15	15	22
LINC02685	1238	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	8
LINC02693	8650	2378	1603	297	4281	4427	2731	3886	2061	1501	3642	1753	661	3658	2356	3884	3320	4216	3418
LINC02694	2043	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
LINGO1	3363	8560	6674	780	8073	8091	7903	10495	8510	6712	17730	7955	2258	13301	7758	13465	6104	8260	8176
LINGO1-AS1	1719	3	7	3	6	15	4	2	2	4	7	7	0	3	3	3	8	10	2
LINGO2	3582	174	183	17	683	428	409	1029	270	270	475	254	118	574	213	359	179	309	342
LINGO3	2130	174	195	44	34	102	169	21	165	98	290	120	9	249	152	473	15	16	13
LINGO4	2606	3	4	0	1	0	2	2	1	0	4	3	1	7	1	1	0	7	0
LINS1	4097	82	196	54	822	929	223	970	321	324	366	282	55	338	291	145	682	832	620
LIPA	3203	776	2667	387	716	1160	1569	1506	1144	1478	2287	1744	262	1727	7014	1056	749	1210	538
LIPC	2457	18	43	0	0	2	24	0	11	11	13	6	2	21	16	27	2	1	4
LIPE	4511	538	966	95	474	556	389	381	200	203	492	224	33	300	2359	583	748	570	502
LIPE-AS1	3358	58	59	23	74	117	47	120	64	91	91	70	18	78	53	61	57	134	70
LIPF	2308	0	0	0	2	1	0	1	0	0	1	0	0	0	0	0	4	1	3
LIPG	4333	5	21	3	1967	3425	13	1238	158	175	141	280	29	75	40	7	4994	2171	3894
LIPH	2474	27	15	6	2	7	17	8	7	5	14	17	1	24	21	14	3	5	5
LIPI	1838	2	9	0	36	100	11	73	11	23	17	17	4	31	13	2	41	66	58
LIPJ	1484	1	1	0	23	22	13	29	4	6	13	1	2	3	6	2	21	40	26
LIPK	1200	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
LIPM	1670	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
LIPN	1197	0	0	0	0	0	3	0	0	0	0	1	0	0	0	2	0	0	0
LIPT1	2019	52	140	39	145	208	98	186	107	101	132	96	17	139	204	56	225	190	173
LIPT2	960	37	31	4	34	48	33	73	14	14	28	16	5	25	26	62	50	36	38
LITAF	3153	591	1420	484	1058	1368	530	399	1033	1160	1098	1070	67	963	4120	514	1012	1160	741
LIX1	3967	281	695	466	114	152	355	141	2023	1896	2208	1940	160	2143	984	301	614	376	182
LIX1L	1401	179	195	125	1016	1357	151	1078	380	499	460	394	38	344	368	171	1117	1049	975
LKAAEAR1	868	31	39	14	26	15	39	22	28	26	34	30	1	29	23	38	5	19	3
LL22NC01-81G9.3	992	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
LL22NC03-63E9.3	3105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LLCFC1	768	10	4	1	34	25	4	15	2	0	10	2	2	4	49	9	17	20	16
LLGL1	4224	1857	3432	956	5239	5090	1455	2941	1821	1953	4671	1562	174	2039	7638	2112	7188	3889	4782
LLGL2	4252	214	189	73	53	55	118	31	101	80	132	78	13	169	413	162	120	44	65
LLPH	1923	363	468	196	825	998	299	995	461	434	628	431	96	791	600	379	899	1206	802
LMAN1	5355	559	1293	489	1897	2945	1070	3363	1173	1481	1547	1264	173	1595	2125	789	2324	2880	2069
LMAN1L	3657	13	18	0	7	3	9	14	3	0	7	6	0	9	20	18	10	4	5
LMAN2	1832	871	929	439	1930	2053	754	1785	985	943	1502	879	154	1332	1364	1121	2174	1897	1225
LMAN2L	2442	243	332	138	881	1312	232	1049	444	439	619	403	82	822	573	409	1060	901	694
LMBR1	5209	914	2009	381	3250	4152	2644	5534	1787	1939	2548	1751	458	2819	2333	1519	2410	4191	2591
LMBR1L	3437	629	656	182	4780	6653	583	4417	854	1145	1565	1017	194	1916	1066	1072	5041	5781	5072
LMBRD1	2725	976	3027	816	1615	2181	2337	2824	2329	2252	2796	2438	399	3100	4117	1254	1381	2210	1248
LMBRD2	3237	339	298	58	1418	1787	1285	2457	331	327	758	325	129	1307	854	790	683	1092	924
LMCD1	3159	119	145	76	68	115	89	97	231	219	213	159	16	96	210	90	139	112	45
LMCD1-AS1	2972	16	31	10	12	25	21	10	14	23	27	19	2	37	45	17	9	17	14
LMF1	7398	3878	2948	1267	3211	4707	3585	2152	4847	4962	8812	4997	652	5627	5950	4595	3201	4150	2994
LMF2	2684	1194	1411	419	1997	2072	812	1310	955	891	1557	866	130	887	1359	1804	3175	1978	1632
LMLN	7154	485	549	83	543	614	788	838	475	541	844	531	124	1027	868	691	544	594	553
LMNA	5674	943	924	607	1610	2082	563	1466	869	871	1196	855	97	854	1706	803	2658	1952	1944
LMNB1	3481	92	130	45	6253	7676	116	3569	368	434	653	426	49	362	149	137	13557	6734	8436
LMNB2	4644	1129	973	265	6834	7079	824	4532	1222	1141	1837	1116	210	1572	1264	1668	11323	6261	7669
LMNTD1	3695	2	3	2	1	1	2	4	10	16	16	6	0	14	4	5	2	3	0
LMNTD2	2098	29	17	7	346	86	10	154	66	100	164	115	16	287	24	34	262	100	192
LMO1	1629	48	48	12	54	107	26	36	43	31	7	57	0	44	35	34	142	76	73
LMO2	2750	378	575	554	453	647	432	628	1883	1326	1014	1401	135	604	704	197	493	776	241
LMO3	5680	3855	10755	1717	11514	28542	10595	49856	10573	11116	17953	13773	3625	24218	9924	6208	37293	46308	34617
LMO4	5553	9297	12768	1661	27820	23910	13728	29255	16584	13283	16051	17253	3595	24685	13124	12855	2236	38783	6739
LMO7	9212	2060	3006	130	9571	8223	3673	13398	2478	2700	3897	3045	714	5728	3339	3041	15668	7892	19565
LMO7DN	1168	1	12	0	2	4	5	4	4	3	7	5	1	6	2	6	0	6	1
LMOD1	3967	402	260	429	65	61	265	71	483	540	534	442	44	322	577	431	83	62	45
LMOD2	2149	0	3	0	2	1	0	0	0	1	0	0	0	1	0	1	0	0	0
LMOD3	4099	12	28	13	2	8	44	8	58	34	52	43	11	37	27	26	8	40	2
LMTK2	8945	4846	3902	323	5909	5743	7189	7626	3042	2685	6620	3031	1269	9025	5465	9847	2970	4757	3224
LMTK3	4972	4479	3799	565	5082	4803	3481	6025	2588	2421	4256	2635	432	4524	3288	8211	3620	4428	3193
LMX1A	4020	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	105	1	2
LMX1B	5830	0	0	0	0	2	1	8	1	0	0	0	1	0	1	4	1	0	5
LNCOC1	5684	127	97	60	8	20	182	26	46	24	102	36	16	56	140	184	16	30	13
LNP1	2217	267	327	32	357	354	351	494	211	167	283	208	59	394	431	371	549	510	376
LNPEP	4795	130	110	35	394	802	395	857	148	172	308	243	36	606	349	236	136	317	175
LNPK	6360	667	1019	278	2521	3357	1751	3328	1171	1174	1755	1197	379	1927	2050	1143	2112	2842	2098
LNX1	3853	1643	2174	190	1591	3425	2896	4740	1913	1850	2947	1878	552	3297	2026	3238	1347	3590	1890
LNX1-AS1	553	1	0	0	1	8	2	7	0	1	1	4	0	2	2	0	0	5	0
LNX1-AS2	1962	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LNX2	4873	190	328	72	578	792	297	791	310	320	425	401	71	569	310	225	717	935	777
LOC100126784	3739	540	501	54	347	331	573	373	415	287	939	422	153	710	444	693	154	305	137
LOC100128076	2012	8	11	3	3	1	3	0	1	2	1	2	0	3	5	24	2	7	2
LOC100128164	7012	12	11	6	21	21	12	36	27	40	34	27	8	82	20	17	15	23	13
LOC100128239	2299	104	188	42	64	58	217	40	51	43	114	49	15	103	166	227	77	55	51
LOC100128288	2129	63	146	47	1356	1722	62	1171	213	274	273	216	30	329	221	81	1129	1445	1194
LOC100128361	2486	45	26	14	207	253	51	188	42	42	84	83	11	81	63	80	187	135	197
LOC100128398	1897	231	238	80	1073	1922	245	1718	429	482	669	390	102	615	379	419	1008	1690	1293
LOC100128531	973	65	12	1	5	9	56	15	20	19	54	22	19	90	30	139	12	15	8
LOC100128568	639	18	6	3	21	33	27	23	22	17	28	27	3	50	10	15	19	26	27
LOC100128593	2702	1	7	2	0	2	4	3	0	0	0	0	0	1	3	9	2	1	0
LOC100128770	3060	8	19	2	17	18	16	20	5	38	46	40	2	16	15	15	33	34	17
LOC100128885	4369	12	10	4	242	282	28	206	49	86	62	68	30	114	9	25	262	180	197
LOC100128993	1011	0	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	1
LOC100129027	3586	1	0	0	0	1	0	1	1	2	3	0	0	0	2	0	4	5	3
LOC100129034	5712	1092	1082	973	3698	2965	788	2026	2024	1920	2095	1855	190	2002	1468	1289	2780	2249	2423
LOC100129046	1562	0	3	0	4	1	2	3	3	7	6	3	0	11	6	3	1	4	4
LOC100129055	2775	1	1	0	0	2	2	5	3	5	4	8	0	3	13	4	3	6	0
LOC100129083	729	0	0	0	3	3	0	0	0	2	1	1	0	1	1	0	5	1	2
LOC100129138	1209	1	0	0	8	0	0	2	0	2	0	3	1	2	2	2	6	0	4
LOC100129148	460	2	20	2	10	15	21	12	9	8	18	9	4	3	22	5	24	33	18
LOC100129175	1993	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
LOC100129316	5249	2	3	0	8	7	1	37	2	3	7	1	2	8	4	7	2	5	5
LOC100129534	2248	68	67	20	114	145	72	94	126	77	119	86	17	143	73	129	169	69	103
LOC100129617	1921	7	5	0	22	32	9	26	9	12	15	21	1	38	13	10	38	15	27
LOC100129620	2544	15	37	5	72	100	19	150	31	37	38	40	10	43	10	34	35	158	82
LOC100129636	7802	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	3	2
LOC100129917	1700	67	59	14	634	740	66	483	107	109	204	82	16	379	147	149	477	377	530
LOC100129931	4300	7	6	1	4	10	6	10	5	4	7	1	1	18	9	7	12	7	5
LOC100129935	1831	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
LOC100130075	1058	2	4	0	8	17	2	11	3	1	6	5	0	5	13	3	1	8	9
LOC100130238	3877	65	73	14	8	17	134	16	13	3	32	18	0	63	102	187	25	8	9
LOC100130264	1789	0	0	0	0	4	0	5	2	2	2	1	0	3	3	3	1	2	0
LOC100130298	513	7	4	3	9	5	3	2	4	1	6	2	0	4	8	6	22	4	16
LOC100130331	3125	6	19	5	0	1	37	0	92	64	87	49	37	66	29	40	0	3	0
LOC100130357	2305	10	12	3	158	213	28	183	39	39	56	46	6	61	33	26	133	140	135
LOC100130370	767	139	210	30	28	30	108	18	62	99	416	72	4	82	425	122	26	39	21
LOC100130449	2017	115	126	39	660	407	120	463	149	182	251	182	31	293	136	178	469	467	477
LOC100130451	1726	9	11	3	3	17	11	11	5	7	4	8	0	8	15	4	6	6	8
LOC100130452	506	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	3
LOC100130476	1964	2	2	0	8	43	2	24	4	13	17	13	2	11	1	2	7	37	6
LOC100130673	1597	26	17	0	15	18	14	22	3	6	11	4	0	23	8	19	10	22	5
LOC100130691	2215	33	42	12	26	64	47	86	48	65	91	56	4	60	64	23	41	102	43
LOC100130744	2599	68	85	33	293	354	77	243	108	130	240	157	17	197	152	102	357	296	247
LOC100130849	564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100130872	4981	43	50	34	16	21	102	30	35	100	62	32	6	47	50	120	31	25	26
LOC100130880	577	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	3	1	0
LOC100130899	4246	7	1	1	27	13	7	30	37	47	68	67	21	109	3	3	2	26	2
LOC100130950	1728	104	114	30	467	433	107	438	149	167	234	166	20	205	140	154	384	430	477
LOC100130964	520	0	0	0	1	9	0	11	0	0	1	0	0	0	0	0	0	3	1
LOC100130987	850	51	77	14	250	225	83	213	56	88	141	55	21	134	37	76	175	176	193
LOC100130992	6477	97	215	81	108	104	242	156	133	136	198	152	42	242	341	208	89	110	58
LOC100131047	2125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100131257	21017	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0
LOC100131289	828	59	49	11	50	153	33	146	31	50	59	42	6	54	33	69	56	164	61
LOC100131496	2253	1	0	1	3	13	1	15	3	5	1	4	0	2	1	3	8	5	3
LOC100131626	572	1	0	0	9	15	3	8	4	7	5	9	0	7	7	2	6	3	9
LOC100131635	338	1	0	2	1	4	0	9	1	0	1	1	2	3	0	0	0	3	2
LOC100132062	8740	3	7	0	1	1	0	0	0	0	5	0	0	5	3	0	12	3	0
LOC100132077	2162	19	9	2	37	60	26	37	6	13	95	19	2	85	10	59	35	135	6
LOC100132078	2587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100132215	2162	59	66	51	206	260	53	179	114	123	113	116	10	135	95	73	147	203	202
LOC100132356	1785	32	37	28	124	155	49	95	45	75	98	66	11	97	97	96	145	126	127
